 format: day,hour,forecast,value  location:60_127 Start : 20260412 
 12,2000,+73,12.000000 
 12,2000,+76,16.000000 
 12,2000,+79,21.000000 
 12,2000,+82,23.000000 
 12,2000,+85,23.000000 
 12,2000,+88,18.000000 
 12,2000,+91,16.000000 
 12,2300,+6,25.000000 
 12,2300,+7,25.000000 
 12,2300,+8,25.000000 
 12,2300,+9,25.000000 
 12,2300,+10,23.000000 
 12,2300,+11,21.000000 
 12,2300,+12,20.000000 
 12,2300,+13,19.000000 
 12,2300,+14,18.000000 
 12,2300,+15,17.000000 
 12,2300,+16,16.000000 
 12,2300,+17,15.000000 
 12,2300,+18,15.000000 
 12,2300,+19,14.000000 
 12,2300,+20,14.000000 
 12,2300,+21,13.000000 
 12,2300,+22,13.000000 
 12,2300,+23,13.000000 
 12,2300,+24,15.000000 
 12,2300,+25,17.000000 
 12,2300,+26,19.000000 
 12,2300,+27,21.000000 
 12,2300,+28,22.000000 
 12,2300,+29,23.000000 
 12,2300,+30,24.000000 
 12,2300,+31,25.000000 
 12,2300,+32,25.000000 
 12,2300,+33,25.000000 
 12,2300,+34,24.000000 
 12,2300,+35,22.000000 
 12,2300,+36,20.000000 
 12,2300,+37,19.000000 
 12,2300,+38,18.000000 
 12,2300,+39,17.000000 
 12,2300,+40,17.000000 
 12,2300,+41,16.000000 
 12,2300,+42,16.000000 
 12,2300,+43,15.000000 
 12,2300,+44,15.000000 
 12,2300,+45,14.000000 
 12,2300,+46,14.000000 
 12,2300,+47,14.000000 
 12,2300,+48,15.000000 
 12,2300,+49,17.000000 
 12,2300,+50,18.000000 
 12,2300,+51,19.000000 
 12,2300,+52,21.000000 
 12,2300,+53,22.000000 
 12,2300,+54,23.000000 
 12,2300,+55,24.000000 
 12,2300,+56,24.000000 
 12,2300,+57,24.000000 
 12,2300,+58,22.000000 
 12,2300,+59,20.000000 
 12,2300,+60,19.000000 
 12,2300,+61,18.000000 
 12,2300,+62,17.000000 
 12,2300,+63,16.000000 
 12,2300,+64,15.000000 
 12,2300,+67,14.000000 
 12,2300,+70,12.000000 
 12,2300,+73,16.000000 
 12,2300,+76,21.000000 
 12,2300,+79,23.000000 
 12,2300,+82,23.000000 
 12,2300,+85,18.000000 
 12,2300,+88,16.000000 
 Start : 20260413 
 13,0200,+6,25.000000 
 13,0200,+7,23.000000 
 13,0200,+8,21.000000 
 13,0200,+9,20.000000 
 13,0200,+10,19.000000 
 13,0200,+11,18.000000 
 13,0200,+12,17.000000 
 13,0200,+13,16.000000 
 13,0200,+14,15.000000 
 13,0200,+15,15.000000 
 13,0200,+16,14.000000 
 13,0200,+17,14.000000 
 13,0200,+18,13.000000 
 13,0200,+19,13.000000 
 13,0200,+20,13.000000 
 13,0200,+21,15.000000 
 13,0200,+22,17.000000 
 13,0200,+23,19.000000 
 13,0200,+24,21.000000 
 13,0200,+25,22.000000 
 13,0200,+26,23.000000 
 13,0200,+27,24.000000 
 13,0200,+28,25.000000 
 13,0200,+29,25.000000 
 13,0200,+30,25.000000 
 13,0200,+31,24.000000 
 13,0200,+32,22.000000 
 13,0200,+33,20.000000 
 13,0200,+34,19.000000 
 13,0200,+35,18.000000 
 13,0200,+36,17.000000 
 13,0200,+37,17.000000 
 13,0200,+38,16.000000 
 13,0200,+39,16.000000 
 13,0200,+40,15.000000 
 13,0200,+41,15.000000 
 13,0200,+42,14.000000 
 13,0200,+43,14.000000 
 13,0200,+44,14.000000 
 13,0200,+45,15.000000 
 13,0200,+46,17.000000 
 13,0200,+47,18.000000 
 13,0200,+48,19.000000 
 13,0200,+49,21.000000 
 13,0200,+50,22.000000 
 13,0200,+51,23.000000 
 13,0200,+52,24.000000 
 13,0200,+53,24.000000 
 13,0200,+54,24.000000 
 13,0200,+55,22.000000 
 13,0200,+56,20.000000 
 13,0200,+57,19.000000 
 13,0200,+58,18.000000 
 13,0200,+59,17.000000 
 13,0200,+60,16.000000 
 13,0200,+61,15.000000 
 13,0200,+64,14.000000 
 13,0200,+67,12.000000 
 13,0200,+70,16.000000 
 13,0200,+73,21.000000 
 13,0200,+76,23.000000 
 13,0200,+79,23.000000 
 13,0200,+82,18.000000 
 13,0200,+85,16.000000 
 13,0500,+6,20.000000 
 13,0500,+7,19.000000 
 13,0500,+8,18.000000 
 13,0500,+9,17.000000 
 13,0500,+10,16.000000 
 13,0500,+11,15.000000 
 13,0500,+12,15.000000 
 13,0500,+13,14.000000 
 13,0500,+14,14.000000 
 13,0500,+15,13.000000 
 13,0500,+16,13.000000 
 13,0500,+17,13.000000 
 13,0500,+18,15.000000 
 13,0500,+19,17.000000 
 13,0500,+20,19.000000 
 13,0500,+21,21.000000 
 13,0500,+22,22.000000 
 13,0500,+23,23.000000 
 13,0500,+24,24.000000 
 13,0500,+25,25.000000 
 13,0500,+26,25.000000 
 13,0500,+27,25.000000 
 13,0500,+28,24.000000 
 13,0500,+29,22.000000 
 13,0500,+30,20.000000 
 13,0500,+31,19.000000 
 13,0500,+32,18.000000 
 13,0500,+33,17.000000 
 13,0500,+34,17.000000 
 13,0500,+35,16.000000 
 13,0500,+36,16.000000 
 13,0500,+37,15.000000 
 13,0500,+38,15.000000 
 13,0500,+39,14.000000 
 13,0500,+40,14.000000 
 13,0500,+41,14.000000 
 13,0500,+42,15.000000 
 13,0500,+43,17.000000 
 13,0500,+44,18.000000 
 13,0500,+45,19.000000 
 13,0500,+46,21.000000 
 13,0500,+47,22.000000 
 13,0500,+48,23.000000 
 13,0500,+49,24.000000 
 13,0500,+50,24.000000 
 13,0500,+51,24.000000 
 13,0500,+52,22.000000 
 13,0500,+53,20.000000 
 13,0500,+54,19.000000 
 13,0500,+55,18.000000 
 13,0500,+56,17.000000 
 13,0500,+57,16.000000 
 13,0500,+58,15.000000 
 13,0500,+61,14.000000 
 13,0500,+64,12.000000 
 13,0500,+67,16.000000 
 13,0500,+70,21.000000 
 13,0500,+73,23.000000 
 13,0500,+76,23.000000 
 13,0500,+79,18.000000 
 13,0500,+82,16.000000 
 13,0800,+6,17.000000 
 13,0800,+7,17.000000 
 13,0800,+8,16.000000 
 13,0800,+9,15.000000 
 13,0800,+10,14.000000 
 13,0800,+11,14.000000 
 13,0800,+12,13.000000 
 13,0800,+13,13.000000 
 13,0800,+14,13.000000 
 13,0800,+15,15.000000 
 13,0800,+16,17.000000 
 13,0800,+17,19.000000 
 13,0800,+18,21.000000 
 13,0800,+19,22.000000 
 13,0800,+20,23.000000 
 13,0800,+21,24.000000 
 13,0800,+22,25.000000 
 13,0800,+23,25.000000 
 13,0800,+24,25.000000 
 13,0800,+25,24.000000 
 13,0800,+26,22.000000 
 13,0800,+27,20.000000 
 13,0800,+28,19.000000 
 13,0800,+29,18.000000 
 13,0800,+30,17.000000 
 13,0800,+31,17.000000 
 13,0800,+32,16.000000 
 13,0800,+33,15.000000 
 13,0800,+34,15.000000 
 13,0800,+35,14.000000 
 13,0800,+36,14.000000 
 13,0800,+37,14.000000 
 13,0800,+38,14.000000 
 13,0800,+39,15.000000 
 13,0800,+40,17.000000 
 13,0800,+41,19.000000 
 13,0800,+42,21.000000 
 13,0800,+43,22.000000 
 13,0800,+44,23.000000 
 13,0800,+45,24.000000 
 13,0800,+46,24.000000 
 13,0800,+47,25.000000 
 13,0800,+48,24.000000 
 13,0800,+49,23.000000 
 13,0800,+50,21.000000 
 13,0800,+51,19.000000 
 13,0800,+52,18.000000 
 13,0800,+53,17.000000 
 13,0800,+54,16.000000 
 13,0800,+55,16.000000 
 13,0800,+56,15.000000 
 13,0800,+57,15.000000 
 13,0800,+58,14.000000 
 13,0800,+59,14.000000 
 13,0800,+60,13.000000 
 13,0800,+61,13.000000 
 13,0800,+62,13.000000 
 13,0800,+63,14.000000 
 13,0800,+64,16.000000 
 13,0800,+65,18.000000 
 13,0800,+66,20.000000 
 13,0800,+67,21.000000 
 13,0800,+68,22.000000 
 13,0800,+69,23.000000 
 13,0800,+70,24.000000 
 13,0800,+71,24.000000 
 13,0800,+72,24.000000 
 13,0800,+73,23.000000 
 13,0800,+74,21.000000 
 13,0800,+75,19.000000 
 13,0800,+76,18.000000 
 13,0800,+77,17.000000 
 13,0800,+78,17.000000 
 13,0800,+79,16.000000 
 13,0800,+82,14.000000 
 13,0800,+85,13.000000 
 13,0800,+88,16.000000 
 13,0800,+91,19.000000 
 13,0800,+94,20.000000 
 13,0800,+97,18.000000 
 13,0800,+100,15.000000 
 13,0800,+103,14.000000 
 13,1100,+6,15.000000 
 13,1100,+7,14.000000 
 13,1100,+8,14.000000 
 13,1100,+9,13.000000 
 13,1100,+10,13.000000 
 13,1100,+11,13.000000 
 13,1100,+12,15.000000 
 13,1100,+13,17.000000 
 13,1100,+14,19.000000 
 13,1100,+15,21.000000 
 13,1100,+16,22.000000 
 13,1100,+17,23.000000 
 13,1100,+18,24.000000 
 13,1100,+19,25.000000 
 13,1100,+20,25.000000 
 13,1100,+21,25.000000 
 13,1100,+22,24.000000 
 13,1100,+23,22.000000 
 13,1100,+24,20.000000 
 13,1100,+25,19.000000 
 13,1100,+26,18.000000 
 13,1100,+27,17.000000 
 13,1100,+28,17.000000 
 13,1100,+29,16.000000 
 13,1100,+30,15.000000 
 13,1100,+31,15.000000 
 13,1100,+32,14.000000 
 13,1100,+33,14.000000 
 13,1100,+34,14.000000 
 13,1100,+35,14.000000 
 13,1100,+36,15.000000 
 13,1100,+37,17.000000 
 13,1100,+38,19.000000 
 13,1100,+39,21.000000 
 13,1100,+40,22.000000 
 13,1100,+41,23.000000 
 13,1100,+42,24.000000 
 13,1100,+43,24.000000 
 13,1100,+44,25.000000 
 13,1100,+45,24.000000 
 13,1100,+46,23.000000 
 13,1100,+47,21.000000 
 13,1100,+48,19.000000 
 13,1100,+49,18.000000 
 13,1100,+50,17.000000 
 13,1100,+51,16.000000 
 13,1100,+52,16.000000 
 13,1100,+53,15.000000 
 13,1100,+54,15.000000 
 13,1100,+55,14.000000 
 13,1100,+56,14.000000 
 13,1100,+57,13.000000 
 13,1100,+58,13.000000 
 13,1100,+59,13.000000 
 13,1100,+60,14.000000 
 13,1100,+61,16.000000 
 13,1100,+62,18.000000 
 13,1100,+63,20.000000 
 13,1100,+64,21.000000 
 13,1100,+65,22.000000 
 13,1100,+66,23.000000 
 13,1100,+67,24.000000 
 13,1100,+68,24.000000 
 13,1100,+69,24.000000 
 13,1100,+70,23.000000 
 13,1100,+71,21.000000 
 13,1100,+72,19.000000 
 13,1100,+73,18.000000 
 13,1100,+74,17.000000 
 13,1100,+75,17.000000 
 13,1100,+76,16.000000 
 13,1100,+79,14.000000 
 13,1100,+82,13.000000 
 13,1100,+85,16.000000 
 13,1100,+88,19.000000 
 13,1100,+91,20.000000 
 13,1100,+94,18.000000 
 13,1100,+97,15.000000 
 13,1100,+100,14.000000 
 13,1400,+6,13.000000 
 13,1400,+7,13.000000 
 13,1400,+8,13.000000 
 13,1400,+9,15.000000 
 13,1400,+10,17.000000 
 13,1400,+11,19.000000 
 13,1400,+12,21.000000 
 13,1400,+13,22.000000 
 13,1400,+14,23.000000 
 13,1400,+15,24.000000 
 13,1400,+16,25.000000 
 13,1400,+17,25.000000 
 13,1400,+18,25.000000 
 13,1400,+19,24.000000 
 13,1400,+20,22.000000 
 13,1400,+21,20.000000 
 13,1400,+22,19.000000 
 13,1400,+23,18.000000 
 13,1400,+24,17.000000 
 13,1400,+25,17.000000 
 13,1400,+26,16.000000 
 13,1400,+27,15.000000 
 13,1400,+28,15.000000 
 13,1400,+29,14.000000 
 13,1400,+30,14.000000 
 13,1400,+31,14.000000 
 13,1400,+32,14.000000 
 13,1400,+33,15.000000 
 13,1400,+34,17.000000 
 13,1400,+35,19.000000 
 13,1400,+36,21.000000 
 13,1400,+37,22.000000 
 13,1400,+38,23.000000 
 13,1400,+39,24.000000 
 13,1400,+40,24.000000 
 13,1400,+41,25.000000 
 13,1400,+42,24.000000 
 13,1400,+43,23.000000 
 13,1400,+44,21.000000 
 13,1400,+45,19.000000 
 13,1400,+46,18.000000 
 13,1400,+47,17.000000 
 13,1400,+48,16.000000 
 13,1400,+49,16.000000 
 13,1400,+50,15.000000 
 13,1400,+51,15.000000 
 13,1400,+52,14.000000 
 13,1400,+53,14.000000 
 13,1400,+54,13.000000 
 13,1400,+55,13.000000 
 13,1400,+56,13.000000 
 13,1400,+57,14.000000 
 13,1400,+58,16.000000 
 13,1400,+59,18.000000 
 13,1400,+60,20.000000 
 13,1400,+61,21.000000 
 13,1400,+62,22.000000 
 13,1400,+63,23.000000 
 13,1400,+64,24.000000 
 13,1400,+65,24.000000 
 13,1400,+66,24.000000 
 13,1400,+67,23.000000 
 13,1400,+68,21.000000 
 13,1400,+69,19.000000 
 13,1400,+70,18.000000 
 13,1400,+71,17.000000 
 13,1400,+72,17.000000 
 13,1400,+73,16.000000 
 13,1400,+76,14.000000 
 13,1400,+79,13.000000 
 13,1400,+82,16.000000 
 13,1400,+85,19.000000 
 13,1400,+88,20.000000 
 13,1400,+91,18.000000 
 13,1400,+94,15.000000 
 13,1400,+97,14.000000 
 13,1700,+6,15.000000 
 13,1700,+7,17.000000 
 13,1700,+8,19.000000 
 13,1700,+9,21.000000 
 13,1700,+10,22.000000 
 13,1700,+11,23.000000 
 13,1700,+12,24.000000 
 13,1700,+13,25.000000 
 13,1700,+14,25.000000 
 13,1700,+15,25.000000 
 13,1700,+16,24.000000 
 13,1700,+17,22.000000 
 13,1700,+18,20.000000 
 13,1700,+19,19.000000 
 13,1700,+20,18.000000 
 13,1700,+21,17.000000 
 13,1700,+22,17.000000 
 13,1700,+23,16.000000 
 13,1700,+24,15.000000 
 13,1700,+25,15.000000 
 13,1700,+26,14.000000 
 13,1700,+27,14.000000 
 13,1700,+28,14.000000 
 13,1700,+29,14.000000 
 13,1700,+30,15.000000 
 13,1700,+31,17.000000 
 13,1700,+32,19.000000 
 13,1700,+33,21.000000 
 13,1700,+34,22.000000 
 13,1700,+35,23.000000 
 13,1700,+36,24.000000 
 13,1700,+37,24.000000 
 13,1700,+38,25.000000 
 13,1700,+39,24.000000 
 13,1700,+40,23.000000 
 13,1700,+41,21.000000 
 13,1700,+42,19.000000 
 13,1700,+43,18.000000 
 13,1700,+44,17.000000 
 13,1700,+45,16.000000 
 13,1700,+46,16.000000 
 13,1700,+47,15.000000 
 13,1700,+48,15.000000 
 13,1700,+49,14.000000 
 13,1700,+50,14.000000 
 13,1700,+51,13.000000 
 13,1700,+52,13.000000 
 13,1700,+53,13.000000 
 13,1700,+54,14.000000 
 13,1700,+55,16.000000 
 13,1700,+56,18.000000 
 13,1700,+57,20.000000 
 13,1700,+58,21.000000 
 13,1700,+59,22.000000 
 13,1700,+60,23.000000 
 13,1700,+61,24.000000 
 13,1700,+62,24.000000 
 13,1700,+63,24.000000 
 13,1700,+64,23.000000 
 13,1700,+65,21.000000 
 13,1700,+66,19.000000 
 13,1700,+67,18.000000 
 13,1700,+68,17.000000 
 13,1700,+69,17.000000 
 13,1700,+70,16.000000 
 13,1700,+73,14.000000 
 13,1700,+76,13.000000 
 13,1700,+79,16.000000 
 13,1700,+82,19.000000 
 13,1700,+85,20.000000 
 13,1700,+88,18.000000 
 13,1700,+91,15.000000 
 13,1700,+94,14.000000 
 13,2000,+6,21.000000 
 13,2000,+7,22.000000 
 13,2000,+8,23.000000 
 13,2000,+9,24.000000 
 13,2000,+10,25.000000 
 13,2000,+11,25.000000 
 13,2000,+12,25.000000 
 13,2000,+13,24.000000 
 13,2000,+14,22.000000 
 13,2000,+15,20.000000 
 13,2000,+16,19.000000 
 13,2000,+17,18.000000 
 13,2000,+18,17.000000 
 13,2000,+19,17.000000 
 13,2000,+20,16.000000 
 13,2000,+21,15.000000 
 13,2000,+22,15.000000 
 13,2000,+23,14.000000 
 13,2000,+24,14.000000 
 13,2000,+25,14.000000 
 13,2000,+26,14.000000 
 13,2000,+27,15.000000 
 13,2000,+28,17.000000 
 13,2000,+29,19.000000 
 13,2000,+30,21.000000 
 13,2000,+31,22.000000 
 13,2000,+32,23.000000 
 13,2000,+33,24.000000 
 13,2000,+34,24.000000 
 13,2000,+35,25.000000 
 13,2000,+36,24.000000 
 13,2000,+37,23.000000 
 13,2000,+38,21.000000 
 13,2000,+39,19.000000 
 13,2000,+40,18.000000 
 13,2000,+41,17.000000 
 13,2000,+42,16.000000 
 13,2000,+43,16.000000 
 13,2000,+44,15.000000 
 13,2000,+45,15.000000 
 13,2000,+46,14.000000 
 13,2000,+47,14.000000 
 13,2000,+48,13.000000 
 13,2000,+49,13.000000 
 13,2000,+50,13.000000 
 13,2000,+51,14.000000 
 13,2000,+52,16.000000 
 13,2000,+53,18.000000 
 13,2000,+54,20.000000 
 13,2000,+55,21.000000 
 13,2000,+56,22.000000 
 13,2000,+57,23.000000 
 13,2000,+58,24.000000 
 13,2000,+59,24.000000 
 13,2000,+60,24.000000 
 13,2000,+61,23.000000 
 13,2000,+62,21.000000 
 13,2000,+63,19.000000 
 13,2000,+64,18.000000 
 13,2000,+65,17.000000 
 13,2000,+66,17.000000 
 13,2000,+67,16.000000 
 13,2000,+70,14.000000 
 13,2000,+73,13.000000 
 13,2000,+76,16.000000 
 13,2000,+79,19.000000 
 13,2000,+82,20.000000 
 13,2000,+85,18.000000 
 13,2000,+88,15.000000 
 13,2000,+91,14.000000 
 13,2300,+6,24.000000 
 13,2300,+7,25.000000 
 13,2300,+8,25.000000 
 13,2300,+9,25.000000 
 13,2300,+10,24.000000 
 13,2300,+11,22.000000 
 13,2300,+12,20.000000 
 13,2300,+13,19.000000 
 13,2300,+14,18.000000 
 13,2300,+15,17.000000 
 13,2300,+16,17.000000 
 13,2300,+17,16.000000 
 13,2300,+18,15.000000 
 13,2300,+19,15.000000 
 13,2300,+20,14.000000 
 13,2300,+21,14.000000 
 13,2300,+22,14.000000 
 13,2300,+23,14.000000 
 13,2300,+24,15.000000 
 13,2300,+25,17.000000 
 13,2300,+26,19.000000 
 13,2300,+27,21.000000 
 13,2300,+28,22.000000 
 13,2300,+29,23.000000 
 13,2300,+30,24.000000 
 13,2300,+31,24.000000 
 13,2300,+32,25.000000 
 13,2300,+33,24.000000 
 13,2300,+34,23.000000 
 13,2300,+35,21.000000 
 13,2300,+36,19.000000 
 13,2300,+37,18.000000 
 13,2300,+38,17.000000 
 13,2300,+39,16.000000 
 13,2300,+40,16.000000 
 13,2300,+41,15.000000 
 13,2300,+42,15.000000 
 13,2300,+43,14.000000 
 13,2300,+44,14.000000 
 13,2300,+45,13.000000 
 13,2300,+46,13.000000 
 13,2300,+47,13.000000 
 13,2300,+48,14.000000 
 13,2300,+49,16.000000 
 13,2300,+50,18.000000 
 13,2300,+51,20.000000 
 13,2300,+52,21.000000 
 13,2300,+53,22.000000 
 13,2300,+54,23.000000 
 13,2300,+55,24.000000 
 13,2300,+56,24.000000 
 13,2300,+57,24.000000 
 13,2300,+58,23.000000 
 13,2300,+59,21.000000 
 13,2300,+60,19.000000 
 13,2300,+61,18.000000 
 13,2300,+62,17.000000 
 13,2300,+63,17.000000 
 13,2300,+64,16.000000 
 13,2300,+67,14.000000 
 13,2300,+70,13.000000 
 13,2300,+73,16.000000 
 13,2300,+76,19.000000 
 13,2300,+79,20.000000 
 13,2300,+82,18.000000 
 13,2300,+85,15.000000 
 13,2300,+88,14.000000 
 Start : 20260414 
 14,0200,+6,26.000000 
 14,0200,+7,24.000000 
 14,0200,+8,22.000000 
 14,0200,+9,20.000000 
 14,0200,+10,19.000000 
 14,0200,+11,18.000000 
 14,0200,+12,17.000000 
 14,0200,+13,17.000000 
 14,0200,+14,16.000000 
 14,0200,+15,15.000000 
 14,0200,+16,15.000000 
 14,0200,+17,14.000000 
 14,0200,+18,14.000000 
 14,0200,+19,14.000000 
 14,0200,+20,14.000000 
 14,0200,+21,15.000000 
 14,0200,+22,17.000000 
 14,0200,+23,19.000000 
 14,0200,+24,21.000000 
 14,0200,+25,22.000000 
 14,0200,+26,23.000000 
 14,0200,+27,24.000000 
 14,0200,+28,24.000000 
 14,0200,+29,25.000000 
 14,0200,+30,24.000000 
 14,0200,+31,23.000000 
 14,0200,+32,21.000000 
 14,0200,+33,19.000000 
 14,0200,+34,18.000000 
 14,0200,+35,17.000000 
 14,0200,+36,16.000000 
 14,0200,+37,16.000000 
 14,0200,+38,15.000000 
 14,0200,+39,15.000000 
 14,0200,+40,14.000000 
 14,0200,+41,14.000000 
 14,0200,+42,13.000000 
 14,0200,+43,13.000000 
 14,0200,+44,13.000000 
 14,0200,+45,14.000000 
 14,0200,+46,16.000000 
 14,0200,+47,18.000000 
 14,0200,+48,20.000000 
 14,0200,+49,21.000000 
 14,0200,+50,22.000000 
 14,0200,+51,23.000000 
 14,0200,+52,24.000000 
 14,0200,+53,24.000000 
 14,0200,+54,24.000000 
 14,0200,+55,23.000000 
 14,0200,+56,21.000000 
 14,0200,+57,19.000000 
 14,0200,+58,18.000000 
 14,0200,+59,17.000000 
 14,0200,+60,17.000000 
 14,0200,+61,16.000000 
 14,0200,+64,14.000000 
 14,0200,+67,13.000000 
 14,0200,+70,16.000000 
 14,0200,+73,19.000000 
 14,0200,+76,20.000000 
 14,0200,+79,18.000000 
 14,0200,+82,15.000000 
 14,0200,+85,14.000000 
 14,0500,+6,20.000000 
 14,0500,+7,19.000000 
 14,0500,+8,18.000000 
 14,0500,+9,17.000000 
 14,0500,+10,17.000000 
 14,0500,+11,16.000000 
 14,0500,+12,15.000000 
 14,0500,+13,15.000000 
 14,0500,+14,14.000000 
 14,0500,+15,14.000000 
 14,0500,+16,14.000000 
 14,0500,+17,14.000000 
 14,0500,+18,15.000000 
 14,0500,+19,17.000000 
 14,0500,+20,19.000000 
 14,0500,+21,21.000000 
 14,0500,+22,22.000000 
 14,0500,+23,23.000000 
 14,0500,+24,24.000000 
 14,0500,+25,24.000000 
 14,0500,+26,25.000000 
 14,0500,+27,24.000000 
 14,0500,+28,23.000000 
 14,0500,+29,21.000000 
 14,0500,+30,19.000000 
 14,0500,+31,18.000000 
 14,0500,+32,17.000000 
 14,0500,+33,16.000000 
 14,0500,+34,16.000000 
 14,0500,+35,15.000000 
 14,0500,+36,15.000000 
 14,0500,+37,14.000000 
 14,0500,+38,14.000000 
 14,0500,+39,13.000000 
 14,0500,+40,13.000000 
 14,0500,+41,13.000000 
 14,0500,+42,14.000000 
 14,0500,+43,16.000000 
 14,0500,+44,18.000000 
 14,0500,+45,20.000000 
 14,0500,+46,21.000000 
 14,0500,+47,22.000000 
 14,0500,+48,23.000000 
 14,0500,+49,24.000000 
 14,0500,+50,24.000000 
 14,0500,+51,24.000000 
 14,0500,+52,23.000000 
 14,0500,+53,21.000000 
 14,0500,+54,19.000000 
 14,0500,+55,18.000000 
 14,0500,+56,17.000000 
 14,0500,+57,17.000000 
 14,0500,+58,16.000000 
 14,0500,+61,14.000000 
 14,0500,+64,13.000000 
 14,0500,+67,16.000000 
 14,0500,+70,19.000000 
 14,0500,+73,20.000000 
 14,0500,+76,18.000000 
 14,0500,+79,15.000000 
 14,0500,+82,14.000000 
 14,0800,+6,17.000000 
 14,0800,+7,16.000000 
 14,0800,+8,15.000000 
 14,0800,+9,15.000000 
 14,0800,+10,14.000000 
 14,0800,+11,14.000000 
 14,0800,+12,13.000000 
 14,0800,+13,13.000000 
 14,0800,+14,13.000000 
 14,0800,+15,15.000000 
 14,0800,+16,17.000000 
 14,0800,+17,19.000000 
 14,0800,+18,21.000000 
 14,0800,+19,22.000000 
 14,0800,+20,23.000000 
 14,0800,+21,24.000000 
 14,0800,+22,24.000000 
 14,0800,+23,24.000000 
 14,0800,+24,24.000000 
 14,0800,+25,22.000000 
 14,0800,+26,20.000000 
 14,0800,+27,18.000000 
 14,0800,+28,18.000000 
 14,0800,+29,17.000000 
 14,0800,+30,16.000000 
 14,0800,+31,15.000000 
 14,0800,+32,15.000000 
 14,0800,+33,14.000000 
 14,0800,+34,14.000000 
 14,0800,+35,13.000000 
 14,0800,+36,12.000000 
 14,0800,+37,12.000000 
 14,0800,+38,13.000000 
 14,0800,+39,14.000000 
 14,0800,+40,16.000000 
 14,0800,+41,18.000000 
 14,0800,+42,20.000000 
 14,0800,+43,22.000000 
 14,0800,+44,23.000000 
 14,0800,+45,24.000000 
 14,0800,+46,24.000000 
 14,0800,+47,25.000000 
 14,0800,+48,24.000000 
 14,0800,+49,23.000000 
 14,0800,+50,21.000000 
 14,0800,+51,20.000000 
 14,0800,+52,19.000000 
 14,0800,+53,18.000000 
 14,0800,+54,17.000000 
 14,0800,+55,16.000000 
 14,0800,+56,16.000000 
 14,0800,+57,15.000000 
 14,0800,+58,15.000000 
 14,0800,+59,14.000000 
 14,0800,+60,14.000000 
 14,0800,+61,13.000000 
 14,0800,+62,14.000000 
 14,0800,+63,15.000000 
 14,0800,+64,16.000000 
 14,0800,+65,17.000000 
 14,0800,+66,18.000000 
 14,0800,+67,18.000000 
 14,0800,+68,18.000000 
 14,0800,+69,18.000000 
 14,0800,+70,18.000000 
 14,0800,+71,17.000000 
 14,0800,+72,17.000000 
 14,0800,+73,16.000000 
 14,0800,+74,15.000000 
 14,0800,+75,14.000000 
 14,0800,+76,14.000000 
 14,0800,+77,13.000000 
 14,0800,+78,13.000000 
 14,0800,+79,12.000000 
 14,0800,+82,12.000000 
 14,0800,+85,11.000000 
 14,0800,+88,15.000000 
 14,0800,+91,21.000000 
 14,0800,+94,24.000000 
 14,0800,+97,22.000000 
 14,0800,+100,18.000000 
 14,0800,+103,15.000000 
 14,1100,+6,15.000000 
 14,1100,+7,14.000000 
 14,1100,+8,14.000000 
 14,1100,+9,13.000000 
 14,1100,+10,13.000000 
 14,1100,+11,13.000000 
 14,1100,+12,15.000000 
 14,1100,+13,17.000000 
 14,1100,+14,19.000000 
 14,1100,+15,21.000000 
 14,1100,+16,22.000000 
 14,1100,+17,23.000000 
 14,1100,+18,24.000000 
 14,1100,+19,24.000000 
 14,1100,+20,24.000000 
 14,1100,+21,24.000000 
 14,1100,+22,22.000000 
 14,1100,+23,20.000000 
 14,1100,+24,18.000000 
 14,1100,+25,18.000000 
 14,1100,+26,17.000000 
 14,1100,+27,16.000000 
 14,1100,+28,15.000000 
 14,1100,+29,15.000000 
 14,1100,+30,14.000000 
 14,1100,+31,14.000000 
 14,1100,+32,13.000000 
 14,1100,+33,12.000000 
 14,1100,+34,12.000000 
 14,1100,+35,13.000000 
 14,1100,+36,14.000000 
 14,1100,+37,16.000000 
 14,1100,+38,18.000000 
 14,1100,+39,20.000000 
 14,1100,+40,22.000000 
 14,1100,+41,23.000000 
 14,1100,+42,24.000000 
 14,1100,+43,24.000000 
 14,1100,+44,25.000000 
 14,1100,+45,24.000000 
 14,1100,+46,23.000000 
 14,1100,+47,21.000000 
 14,1100,+48,20.000000 
 14,1100,+49,19.000000 
 14,1100,+50,18.000000 
 14,1100,+51,17.000000 
 14,1100,+52,16.000000 
 14,1100,+53,16.000000 
 14,1100,+54,15.000000 
 14,1100,+55,15.000000 
 14,1100,+56,14.000000 
 14,1100,+57,14.000000 
 14,1100,+58,13.000000 
 14,1100,+59,14.000000 
 14,1100,+60,15.000000 
 14,1100,+61,16.000000 
 14,1100,+62,17.000000 
 14,1100,+63,18.000000 
 14,1100,+64,18.000000 
 14,1100,+65,18.000000 
 14,1100,+66,18.000000 
 14,1100,+67,18.000000 
 14,1100,+68,17.000000 
 14,1100,+69,17.000000 
 14,1100,+70,16.000000 
 14,1100,+71,15.000000 
 14,1100,+72,14.000000 
 14,1100,+73,14.000000 
 14,1100,+74,13.000000 
 14,1100,+75,13.000000 
 14,1100,+76,12.000000 
 14,1100,+79,12.000000 
 14,1100,+82,11.000000 
 14,1100,+85,15.000000 
 14,1100,+88,21.000000 
 14,1100,+91,24.000000 
 14,1100,+94,22.000000 
